央视频道,#genre#
CCTV15,http://kent.dzzkent.top:4022/udp/234.1.3.236:5000
CCTV16,http://kent.dzzkent.top:4022/udp/234.1.3.197:5000
CCTV17,http://kent.dzzkent.top:4022/udp/234.1.3.234:5000
CCTV4K,http://kent.dzzkent.top:4022/udp/234.1.3.238:5000
CCTV4K,http://123.160.108.7:6610/PLTV1/190059/1.m3u8?icpid=dxrm1
央视2025春晚,https://svip.high24-playback.com/20250129/17159_7bca93c4/2000k/hls/mixed.m3u8
凤凰中文,http://bxtv.3a.ink/api.php?id=fhzw
凤凰资讯,http://bxtv.3a.ink/api.php?id=fhzx
凤凰香港,http://bxtv.3a.ink/api.php?id=fhhk
CHC家庭影院,http://kent.dzzkent.top:4022/udp/234.1.3.6:5000
CHC动作电影,http://kent.dzzkent.top:4022/udp/234.1.3.7:5000
CHC影迷电影,http://kent.dzzkent.top:4022/udp/234.1.3.9:5000
CHC家庭影院,http://nas.home.plugintool.top:2333/rtp/239.76.245.241:1234
CHC高清电影,http://nas.home.plugintool.top:2333/rtp/239.76.245.242:1234
CHC动作电影,http://nas.home.plugintool.top:2333/rtp/239.76.245.243:1234
CCTV央视文化精品,http://nas.home.plugintool.top:2333/rtp/239.76.247.56:1234
CCTV央视台球,http://nas.home.plugintool.top:2333/rtp/239.76.247.58:1234
CCTV世界地理,http://nas.home.plugintool.top:2333/rtp/239.76.247.57:1234
CCTV女性时尚,http://nas.home.plugintool.top:2333/rtp/239.76.247.55:1234
CCTV怀旧剧场,http://nas.home.plugintool.top:2333/rtp/239.76.247.53:1234
CCTV高尔夫网球,http://nas.home.plugintool.top:2333/rtp/239.76.247.62:1234
CCTV风云足球,http://nas.home.plugintool.top:2333/rtp/239.76.247.52:1234
CCTV风云音乐,http://nas.home.plugintool.top:2333/rtp/239.76.247.51:1234
CCTV风云音乐,http://nas.home.plugintool.top:2333/rtp/239.76.247.50:1234
CCTV电视指南,http://nas.home.plugintool.top:2333/rtp/239.76.247.61:1234
CCTV兵器科技,http://nas.home.plugintool.top:2333/rtp/239.76.247.59:1234
中国天气,http://www.hkyc.site:1991/udp/239.253.64.79:5140
CETV1,http://kent.dzzkent.top:4022/udp/234.1.3.249:5000
CETV2,http://kent.dzzkent.top:4022/udp/234.1.3.207:5000
CETV4,http://kent.dzzkent.top:4022/udp/234.1.3.190:5000
CETV1,http://219.150.217.47:6610/PLTV1/400/index.m3u8?icpid=dxrm1

CGTN,https://0472.org/hls/cgtn.m3u8
CGTN纪录,https://0472.org/hls/cgtnd.m3u8
CGTN俄语,https://0472.org/hls/cgtne.m3u8
CGTN法语,https://0472.org/hls/cgtnf.m3u8
CGTN西班牙语,https://0472.org/hls/cgtnx.m3u8
CGTN阿拉伯语,https://0472.org/hls/cgtna.m3u8
CEC国际汉语,http://play.cec-tv.com.cn/channel/cec-tv1.m3u8
CEC国际健康,http://play.cec-tv.com.cn/channel/cec-tv4.m3u8
CEC国际教育,http://play.cec-tv.com.cn/channel/cec-tv3.m3u8
CEC国际旅游,http://play.cec-tv.com.cn/channel/cec-tv2.m3u8
JJ斗地主,http://tc-tct.douyucdn2.cn/dyliveflv1a/488743rAHScWyyII_2000.flv?wsAuth=fd695c444eeee99cc6122ed396c805ba&token=cpn-androidmpro-0-488743-df8b1830ef2e6ce156759645768df95bf77749da61fcc901&logo=0&expire=0&did=d010b07dcb997ada9934081c873542f0&origin=tct&vhost=play2

🇨🇳  卫视频道,#genre#
安徽卫视,http://219.150.217.47:6610/PLTV1/1100/index.m3u8?icpid=dxrm1
北京卫视,http://219.150.217.47:6610/PLTV1/1020/index.m3u8?icpid=dxrm1
兵团卫视,http://liveout.btzx.com.cn/62ds9e/yil08g.m3u8
东方卫视,http://219.150.217.47:6610/PLTV1/980/index.m3u8?icpid=dxrm1
东南卫视,http://219.150.217.47:6610/PLTV1/1400/index.m3u8?icpid=dxrm1
甘肃卫视,http://219.150.217.47:6610/PLTV1/1500/index.m3u8?icpid=dxrm1
广东卫视,http://219.150.217.47:6610/PLTV1/1040/index.m3u8?icpid=dxrm1
广西卫视,http://219.150.217.47:6610/PLTV1/1440/index.m3u8?icpid=dxrm1
贵州卫视,http://219.150.217.47:6610/PLTV1/1160/index.m3u8?icpid=dxrm1
海南卫视,http://219.150.217.47:6610/PLTV1/1480/index.m3u8?icpid=dxrm1
河北卫视,http://219.150.217.47:6610/PLTV1/1180/index.m3u8?icpid=dxrm1
河南卫视,http://219.150.217.47:6610/PLTV1/580/index.m3u8?icpid=dxrm1
黑龙江卫视,http://219.150.217.47:6610/PLTV1/1060/index.m3u8?icpid=dxrm1
湖北卫视,http://219.150.217.47:6610/PLTV1/1280/index.m3u8?icpid=dxrm1
湖南卫视,http://219.150.217.47:6610/PLTV1/1220/index.m3u8?icpid=dxrm1
吉林卫视,http://219.150.217.47:6610/PLTV1/1360/index.m3u8?icpid=dxrm1
江苏卫视,http://219.150.217.47:6610/PLTV1/1000/index.m3u8?icpid=dxrm1
江西卫视,http://219.150.217.47:6610/PLTV1/1200/index.m3u8?icpid=dxrm1
辽宁卫视,http://219.150.217.47:6610/PLTV1/1120/index.m3u8?icpid=dxrm1
内蒙古卫视,http://219.150.217.47:6610/PLTV1/1420/index.m3u8icpid=dxrm1
宁夏卫视,http://219.150.217.47:6610/PLTV1/1380/index.m3u8?icpid=dxrm1
青海卫视,http://219.150.217.47:6610/PLTV1/1520/index.m3u8?icpid=dxrm1
山东卫视,http://219.150.217.47:6610/PLTV1/1080/index.m3u8?icpid=dxrm1
山西卫视,http://219.150.217.47:6610/PLTV1/1460/index.m3u8?icpid=dxrm1
陕西卫视,http://219.150.217.47:6610/PLTV1/1140/index.m3u8?icpid=dxrm1
深圳卫视,http://219.150.217.47:6610/PLTV1/1240/index.m3u8?icpid=dxrm1
四川卫视,http://219.150.217.47:6610/PLTV1/1260/index.m3u8?icpid=dxrm1
天津卫视,http://219.150.217.47:6610/PLTV1/1300/index.m3u8?icpid=dxrm1
西藏卫视,http://219.150.217.47:6610/PLTV1/1640/index.m3u8?icpid=dxrm1
新疆卫视,http://219.150.217.47:6610/PLTV1/1620/index.m3u8?icpid=dxrm1
云南卫视,http://219.150.217.47:6610/PLTV1/1320/index.m3u8?icpid=dxrm1
浙江卫视,http://219.150.217.47:6610/PLTV1/960/index.m3u8?icpid=dxrm1
重庆卫视,http://219.150.217.47:6610/PLTV1/1340/index.m3u8?icpid=dxrm1

安徽卫视,http://ds.shixd.cn:5957/rtp/239.49.8.80:8000
北京卫视,http://ds.shixd.cn:5957/rtp/239.49.8.11:9414
兵团卫视,http://liveout.btzx.com.cn/62ds9e/yil08g.m3u8?8key=txiptv
大湾区卫视,http://223.109.75.19:8000/973487/index.m3u8
东方卫视,http://ds.shixd.cn:5957/rtp/239.49.8.17:9606
东南卫视,http://ds.shixd.cn:5957/rtp/239.49.8.112:8000
大湾区卫视,http://ds.shixd.cn:5957/rtp/239.49.1.249:6000
甘肃卫视,http://ds.shixd.cn:5957/rtp/239.49.0.172:8000
广东卫视,http://ds.shixd.cn:5957/rtp/239.49.8.13:9422
广西卫视,http://ds.shixd.cn:5957/rtp/239.49.8.10:8000
贵州卫视,http://ds.shixd.cn:5957/rtp/239.49.8.49:8000
海南卫视,http://ds.shixd.cn:5957/rtp/239.49.8.83:8000
河北卫视,http://ds.shixd.cn:5957/rtp/239.49.8.114:8000
河南卫视,http://ds.shixd.cn:5957/rtp/239.49.8.29:8000
黑龙江卫视,http://ds.shixd.cn:5957/rtp/239.49.8.14:9426
湖北卫视,http://ds.shixd.cn:5957/rtp/239.49.8.8:9632
湖南卫视,http://ds.shixd.cn:5957/rtp/239.49.8.12:9418
吉林卫视,http://ds.shixd.cn:5957/rtp/239.49.8.113:8000
江苏卫视,http://ds.shixd.cn:5957/rtp/239.49.8.16:9602
江西卫视,http://ds.shixd.cn:5957/rtp/239.49.8.111:8000
辽宁卫视,http://ds.shixd.cn:5957/rtp/239.49.8.48:8000
内蒙古卫视,http://ds.shixd.cn:5957/rtp/239.49.0.180:8000
宁夏卫视,http://ds.shixd.cn:5957/rtp/239.49.0.171:8000
青海卫视,http://ds.shixd.cn:5957/rtp/239.49.0.69:8544
三沙卫视,http://ds.shixd.cn:5957/rtp/239.49.0.167:8000
山东卫视,http://ds.shixd.cn:5957/rtp/239.49.8.7:9306
山西卫视,http://ds.shixd.cn:5957/rtp/239.49.0.67:8528
陕西卫视,http://ds.shixd.cn:5957/rtp/239.49.0.233:8000
深圳卫视,http://ds.shixd.cn:5957/rtp/239.49.8.15:9430
四川卫视,http://ds.shixd.cn:5957/rtp/239.49.8.110:8000
天津卫视,http://ds.shixd.cn:5957/rtp/239.49.8.35:8620
西藏卫视,http://ds.shixd.cn:5957/rtp/239.49.0.245:8000
新疆卫视,http://ds.shixd.cn:5957/rtp/239.49.0.178:8000
云南卫视,http://ds.shixd.cn:5957/rtp/239.49.0.177:8000
浙江卫视,http://ds.shixd.cn:5957/rtp/239.49.8.20:9618
重庆卫视,http://ds.shixd.cn:5957/rtp/239.49.8.57:9830

其他频道,#genre#
欢笑剧场,http://ds.shixd.cn:5957/rtp/239.49.8.47:8060
生活时尚,http://ds.shixd.cn:5957/rtp/239.49.8.40:8004
游戏风云,http://ds.shixd.cn:5957/rtp/239.49.8.41:8012
金鹰纪实,http://ds.shixd.cn:5957/rtp/239.49.8.79:8000
快乐垂钓,http://ds.shixd.cn:5957/rtp/239.49.0.114:8000
乐游,http://ds.shixd.cn:5957/rtp/239.49.8.44:8036
乐游,http://ds.shixd.cn:5957/rtp/239.49.0.35:8272
优漫卡通,http://ds.shixd.cn:5957/rtp/239.49.8.119:8000
财富天下,http://ds.shixd.cn:5957/rtp/239.49.0.166:9322
先锋乒羽,http://ds.shixd.cn:5957/rtp/239.49.0.145:8000
茶频道,http://ds.shixd.cn:5957/rtp/239.49.0.146:8000
梨园频道,http://ds.shixd.cn:5957/rtp/239.49.8.193:8000
武术世界,http://ds.shixd.cn:5957/rtp/239.49.0.205:8000
文物宝库,http://ds.shixd.cn:5957/rtp/239.49.0.209:8000
书画频道,http://ds.shixd.cn:5957/rtp/239.49.0.123:8000
山东教育卫视,http://ds.shixd.cn:5957/rtp/239.49.0.252:8000
法治天地,http://ds.shixd.cn:5957/rtp/239.49.0.96:8000
东方财经,http://ds.shixd.cn:5957/rtp/239.49.0.95:8000
第一财经,http://ds.shixd.cn:5957/rtp/239.49.8.37:8000
第一财经,http://ds.shixd.cn:5957/rtp/239.49.0.30:8232
金色学堂,http://ds.shixd.cn:5957/rtp/239.49.0.31:8240
都市剧场,http://ds.shixd.cn:5957/rtp/239.49.0.32:8248
睛彩竞技,http://ds.shixd.cn:5957/rtp/239.49.8.39:8000
睛彩篮球,http://ds.shixd.cn:5957/rtp/239.49.8.42:8000
睛彩青少,http://ds.shixd.cn:5957/rtp/239.49.8.46:8000
睛彩广场舞,http://ds.shixd.cn:5957/rtp/239.49.8.64:8000
生活时尚,http://ds.shixd.cn:5957/rtp/239.49.0.97:8000
都市剧场,http://ds.shixd.cn:5957/rtp/239.49.0.99:8000
都市剧场,http://ds.shixd.cn:5957/rtp/239.49.8.45:8044
卡酷少儿,http://ds.shixd.cn:5957/rtp/239.49.0.148:8000
动漫秀场,http://ds.shixd.cn:5957/rtp/239.49.8.43:8028
动漫秀场,http://ds.shixd.cn:5957/rtp/239.49.0.33:8256
金鹰卡通,http://ds.shixd.cn:5957/rtp/239.49.8.33:8000
茶频道,http://ds.shixd.cn:5957/rtp/239.49.0.146:8000
快乐垂钓,http://ds.shixd.cn:5957/rtp/239.49.0.114:8000
梨园频道,http://ds.shixd.cn:5957/rtp/239.49.8.193:8000
武术世界,http://ds.shixd.cn:5957/rtp/239.49.0.205:8000
文物宝库,http://ds.shixd.cn:5957/rtp/239.49.0.209:8000
优漫卡通,http://ds.shixd.cn:5957/rtp/239.49.8.119:8000
优漫卡通,http://ds.shixd.cn:5957/rtp/239.49.0.21:8160
先锋乒羽,http://ds.shixd.cn:5957/rtp/239.49.0.145:8000
书画频道,http://ds.shixd.cn:5957/rtp/239.49.0.123:8000
财富天下,http://ds.shixd.cn:5957/rtp/239.49.0.166:9322
山东教育,http://ds.shixd.cn:5957/rtp/239.49.0.235:8000

金鹰卡通,http://219.150.217.47:6610/PLTV1/1540/index.m3u8?icpid=dxrm1
嘉佳卡通,http://219.150.217.47:6610/PLTV1/1560/index.m3u8?icpid=dxrm1
卡酷少儿,http://219.150.217.47:6610/PLTV1/1580/index.m3u8?icpid=dxrm1
哈哈炫动,http://219.150.217.47:6610/PLTV1/1600/index.m3u8?icpid=dxrm1
优漫卡通,http://219.150.217.47:6610/PLTV1/1660/index.m3u8?icpid=dxrm1
南国都市,https://tencentplay.gztv.com/live/nanguodushi.m3u8?txSecret=550af55c0ea34ce492748481415b6dfa&txTime=1903e7b17de
睛彩竞技,http://gslbserv.itv.cmvideo.cn:80/5000000011000265001/1.m3u8?channel-id=FifastbLive&Contentid=3000000020000011530&livemode=1&stbId=toShengfen&mode=1&$8M-FifastbLive-1
睛彩青少,http://gslbserv.itv.cmvideo.cn:80/5000000011000265001/1.m3u8?channel-id=FifastbLive&Contentid=3000000020000011525&livemode=1&stbId=toShengfen&mode=1&$8M-FifastbLive
睛彩篮球,http://gslbserv.itv.cmvideo.cn:80/5000000011000265001/1.m3u8?channel-id=FifastbLive&Contentid=3000000020000011531&livemode=1&stbId=toShengfen&mode=1&$8M-FifastbLive-1
睛彩广场舞,http://gslbserv.itv.cmvideo.cn:80/5000000011000265001/1.m3u8?channel-id=FifastbLive&Contentid=3000000020000011523&livemode=1&stbId=toShengfen&mode=1&$8M-FifastbLive
河南地方,#genre#
河南都市,http://219.150.217.47:6610/PLTV1/600/index.m3u8?icpid=dxrm1
河南民生,http://219.150.217.47:6610/PLTV1/620/index.m3u8?icpid=dxrm1
河南法治,http://219.150.217.47:6610/PLTV1/640/index.m3u8?icpid=dxrm1
河南电视剧,http://219.150.217.47:6610/PLTV1/660/index.m3u8?icpid=dxrm1
河南国际,http://219.150.217.47:6610/PLTV1/680/index.m3u8?icpid=dxrm1
睛彩中原,http://219.150.217.47:6610/PLTV1/700/index.m3u8?icpid=dxrm1
河南新闻,http://219.150.217.47:6610/PLTV1/720/index.m3u8?icpid=dxrm1
河南公共,http://219.150.217.47:6610/PLTV1/760/index.m3u8?icpid=dxrm1
河南乡村,http://219.150.217.47:6610/PLTV1/780/index.m3u8?icpid=dxrm1
河南移动戏曲,http://219.150.217.47:6610/PLTV1/800/index.m3u8?icpid=dxrm1
收藏天下,http://219.150.217.47:6610/PLTV1/820/index.m3u8?icpid=dxrm1
河南戏曲,http://219.150.217.47:6610/PLTV1/840/index.m3u8?icpid=dxrm1
中华功夫,http://219.150.217.47:6610/PLTV1/860/index.m3u8?icpid=dxrm1
调解剧场,http://219.150.217.47:6610/PLTV1/920/index.m3u8?icpid=dxrm1
美食汇,http://219.150.217.47:6610/PLTV1/880/index.m3u8?icpid=dxrm1
棋牌汇,http://219.150.217.47:6610/PLTV1/900/index.m3u8?icpid=dxrm1
国学频道,http://219.150.217.47:6610/PLTV2/3720/index.m3u8?icpid=dxrm1
郑州新闻综合,http://219.150.217.47:6610/PLTV1/1680/index.m3u8?icpid=dxrm1
商都频道,http://219.150.217.47:6610/PLTV1/1700/index.m3u8?icpid=dxrm1
郑州文体旅游,http://219.150.217.47:6610/PLTV1/1720/index.m3u8?icpid=dxrm1
郑州豫剧频道,http://219.150.217.47:6610/PLTV1/1740/index.m3u8?icpid=dxrm1
郑州妇女儿童,http://219.150.217.47:6610/PLTV1/1760/index.m3u8?icpid=dxrm1
郑州都市生活,http://219.150.217.47:6610/PLTV1/1780/index.m3u8?icpid=dxrm1
开封新闻综合,http://219.150.217.47:6610/PLTV1/1800/index.m3u8?icpid=dxrm1
开封文化旅游,http://219.150.217.47:6610/PLTV1/1820/index.m3u8?icpid=dxrm1
洛阳新闻综合,http://219.150.217.47:6610/PLTV1/1840/index.m3u8?icpid=dxrm1
科教频道,http://219.150.217.47:6610/PLTV1/1860/index.m3u8?icpid=dxrm1
文旅频道,http://219.150.217.47:6610/PLTV1/1880/index.m3u8?icpid=dxrm1
新闻综合,http://219.150.217.47:6610/PLTV1/1900/index.m3u8?icpid=dxrm1
城市频道,http://219.150.217.47:6610/PLTV1/1920/index.m3u8?icpid=dxrm1
公共频道,http://219.150.217.47:6610/PLTV1/1940/index.m3u8?icpid=dxrm1
新闻综合,http://219.150.217.47:6610/PLTV1/1960/index.m3u8?icpid=dxrm1
安阳文旅,http://219.150.217.47:6610/PLTV1/1980/index.m3u8?icpid=dxrm1
鹤壁新闻,http://219.150.217.47:6610/PLTV1/2000/index.m3u8?icpid=dxrm1
新乡新闻,http://219.150.217.47:6610/PLTV2/2020/index.m3u8?icpid=dxrm1
新乡公共,http://219.150.217.47:6610/PLTV2/2040/index.m3u8?icpid=dxrm1
焦作综合,http://219.150.217.47:6610/PLTV2/2060/index.m3u8?icpid=dxrm1
焦作公共,http://219.150.217.47:6610/PLTV2/2080/index.m3u8?icpid=dxrm1
濮阳公共,http://219.150.217.47:6610/PLTV2/2120/index.m3u8?icpid=dxrm1
濮阳综合,http://219.150.217.47:6610/PLTV2/2140/index.m3u8?icpid=dxrm1
农业科教,http://219.150.217.47:6610/PLTV2/2160/index.m3u8?icpid=dxrm1
许昌综合,http://219.150.217.47:6610/PLTV2/2180/index.m3u8?icpid=dxrm1
大美河南,http://219.150.217.47:6610/PLTV2/2200/index.m3u8?icpid=dxrm1
新闻综合,http://219.150.217.47:6610/PLTV2/2220/index.m3u8?icpid=dxrm1
新闻综合,http://219.150.217.47:6610/PLTV2/2240/index.m3u8?icpid=dxrm1
新闻综合,http://219.150.217.47:6610/PLTV2/2260/index.m3u8?icpid=dxrm1
公共频道,http://219.150.217.47:6610/PLTV2/2280/index.m3u8?icpid=dxrm1
文体科教,http://219.150.217.47:6610/PLTV2/2300/index.m3u8?icpid=dxrm1
周口新闻,http://219.150.217.47:6610/PLTV2/2320/index.m3u8?icpid=dxrm1
周口公共,http://219.150.217.47:6610/PLTV2/2340/index.m3u8?icpid=dxrm1
周口教育,http://219.150.217.47:6610/PLTV2/2360/index.m3u8?icpid=dxrm1
新闻综合,http://219.150.217.47:6610/PLTV2/2380/index.m3u8?icpid=dxrm1
科教频道,http://219.150.217.47:6610/PLTV2/2400/index.m3u8?icpid=dxrm1
公共频道,http://219.150.217.47:6610/PLTV2/2420/index.m3u8?icpid=dxrm1
南阳新闻,http://219.150.217.47:6610/PLTV2/2440/index.m3u8?icpid=dxrm1
南阳公共,http://219.150.217.47:6610/PLTV2/2460/index.m3u8?icpid=dxrm1
南阳科教,http://219.150.217.47:6610/PLTV2/2480/index.m3u8?icpid=dxrm1
信阳新闻,http://219.150.217.47:6610/PLTV2/2500/index.m3u8?icpid=dxrm1
信阳文旅,http://219.150.217.47:6610/PLTV2/2520/index.m3u8?icpid=dxrm1
信阳浉河,http://219.150.217.47:6610/PLTV2/2540/index.m3u8?icpid=dxrm1
平桥广电,http://219.150.217.47:6610/PLTV2/2560/index.m3u8icpid=dxrm1
济源1,http://219.150.217.47:6610/PLTV2/2580/index.m3u8?icpid=dxrm1
内黄综合,http://219.150.217.47:6610/PLTV2/2640/index.m3u8?icpid=dxrm1
项城综合,http://219.150.217.47:6610/PLTV2/2660/index.m3u8?icpid=dxrm1
新闻综合,http://219.150.217.47:6610/PLTV2/2740/index.m3u8?icpid=dxrm1
综合,http://219.150.217.47:6610/PLTV2/2760/index.m3u8?icpid=dxrm1
MCTV,http://219.150.217.47:6610/PLTV2/3860/index.m3u8?icpid=dxrm1
新闻综合,http://219.150.217.47:6610/PLTV2/3900/index.m3u8?icpid=dxrm1
平顶山教育,http://123.160.108.7:6610/PLTV1/190015/1.m3u8?icpid=dxrm1
叶县电视,http://123.160.108.7:6610/PLTV1/190019/1.m3u8?icpid=dxrm1
洛宁新闻,http://123.160.108.7:6610/PLTV1/190041/1.m3u8?icpid=dxrm1
新安频道,http://123.160.108.7:6610/PLTV1/190043/1.m3u8?icpid=dxrm1
华龙有线,http://123.160.108.7:6610/PLTV1/190045/1.m3u8?icpid=dxrm1
鲁山新闻,http://123.160.108.7:6610/PLTV1/190053/1.m3u8?icpid=dxrm1

浙江地方频道,#genre#
浙江卫视,https://ali-m-l.cztv.com/channels/lantian/channel001/1080p.m3u8
浙江钱江都市,https://ali-m-l.cztv.com/channels/lantian/channel002/1080p.m3u8
浙江经济生活,https://ali-m-l.cztv.com/channels/lantian/channel003/1080p.m3u8
浙江教科影视,https://ali-m-l.cztv.com/channels/lantian/channel004/1080p.m3u8
浙江民生休闲,https://ali-m-l.cztv.com/channels/lantian/channel006/1080p.m3u8
浙江新闻,https://ali-m-l.cztv.com/channels/lantian/channel007/1080p.m3u8
浙江少儿,https://ali-m-l.cztv.com/channels/lantian/channel008/1080p.m3u8
浙江国际,https://ali-m-l.cztv.com/channels/lantian/channel010/1080p.m3u8
浙江之江纪录,https://ali-m-l.cztv.com/channels/lantian/channel012/1080p.m3u8
杭州余杭平安,http://l.cztvcloud.com/channels/lantian/SXyuhang2/720p.m3u8
杭州余杭未来,http://l.cztvcloud.com/channels/lantian/SXyuhang3/720p.m3u8
杭州余杭综合,http://l.cztvcloud.com/channels/lantian/SXyuhang1/720p.m3u8
宁波都市,http://www.372583307.top:4022/udp/233.50.201.179:5140
宁波影视,http://www.372583307.top:4022/udp/233.50.201.180:5140
宁波少儿,http://www.372583307.top:4022/udp/233.50.201.181:5140
宁波象山综合,http://l.cztvcloud.com/channels/lantian/SXxiangshan1/720p.m3u8
宁波余姚综合,http://l.cztvcloud.com/channels/lantian/SXyuyao1/720p.m3u8
上虞新闻综合,http://l.cztvcloud.com/channels/lantian/SXshangyu1/720p.m3u8
上虞文化影院,http://l.cztvcloud.com/channels/lantian/SXshangyu2/720p.m3u8
上虞新商都,http://l.cztvcloud.com/channels/lantian/SXshangyu3/720p.m3u8
丽水云和综合,http://l.cztvcloud.com/channels/lantian/SXyunhe1/720p.m3u8
丽水庆元综合,http://l.cztvcloud.com/channels/lantian/SXqingyuan1/720p.m3u8
丽水松阳综合,http://l.cztvcloud.com/channels/lantian/SXsongyang1/720p.m3u8
丽水缙云综合,http://l.cztvcloud.com/channels/lantian/SXjinyun1/720p.m3u8
丽水遂昌综合,http://l.cztvcloud.com/channels/lantian/SXsuichang1/720p.m3u8
丽水青田综合,http://l.cztvcloud.com/channels/lantian/SXqingtian1/720p.m3u8
丽水龙泉综合,http://l.cztvcloud.com/channels/lantian/SXlongquan1/720p.m3u8
云和新闻综合,http://l.cztvcloud.com/channels/lantian/SXyunhe1/720p.m3u8
兰溪新闻综合,http://l.cztvcloud.com/channels/lantian/SXlanxi1/720p.m3u8
宁波余姚生活,http://l.cztvcloud.com/channels/lantian/SXyuyao2/720p.m3u8
嵊州公共新闻综合,http://l.cztvcloud.com/channels/lantian/SXshengzhou1/720p.m3u8
平湖公共新闻综合,http://l.cztvcloud.com/channels/lantian/SXpinghu1/720p.m3u8
平湖新闻综合,http://l.cztvcloud.com/channels/lantian/SXpinghu1/720p.m3u8
平湖民生休闲,http://l.cztvcloud.com/channels/lantian/SXpinghu2/720p.m3u8
庆元综合,http://l.cztvcloud.com/channels/lantian/SXqingyuan1/720p.m3u8
开化新闻综合,http://l.cztvcloud.com/channels/lantian/SXkaihua1/720p.m3u8
开化国家公园,http://l.cztvcloud.com/channels/lantian/SXkaihua2/720p.m3u8
文成二套,http://l.cztvcloud.com/channels/lantian/SXwencheng2/720p.m3u8
文成综合,http://l.cztvcloud.com/channels/lantian/SXwencheng1/720p.m3u8
普陀新闻综合,http://l.cztvcloud.com/channels/lantian/SXputuo1/720p.m3u8
松阳综合,http://l.cztvcloud.com/channels/lantian/SXsongyang1/720p.m3u8
永嘉新闻综合,http://l.cztvcloud.com/channels/lantian/SXyongjia1/720p.m3u8
温州永嘉综合,http://l.cztvcloud.com/channels/lantian/SXyongjia1/720p.m3u8
绍兴上虞影视,http://l.cztvcloud.com/channels/lantian/SXshangyu2/720p.m3u8
绍兴上虞综合,http://l.cztvcloud.com/channels/lantian/SXshangyu1/720p.m3u8
绍兴公共,http://live.shaoxing.com.cn/video/s10001-sxtv2/index.m3u8
绍兴新闻综合,http://live.shaoxing.com.cn/video/s10001-sxhb/index.m3u8
绍兴嵊州综合,http://l.cztvcloud.com/channels/lantian/SXshengzhou1/720p.m3u8
绍兴文化影视,http://live.shaoxing.com.cn/video/s10001-sxtv3/index.m3u8
缙云综合,http://l.cztvcloud.com/channels/lantian/SXjinyun1/720p.m3u8
苍南新闻综合,http://l.cztvcloud.com/channels/lantian/SXcangnan1/720p.m3u8
萧山新闻综合,http://l.cztvcloud.com/channels/lantian/SXxiaoshan1/720p.m3u8
萧山生活,http://l.cztvcloud.com/channels/lantian/SXxiaoshan2/720p.m3u8
