央视频道,#genre#
CCTV6,http://tv.20191209.xyz:37377/migu/624878396.m3u8?migutoken=14b6f481c50ac947cd74bf4b212c490bc99f4bebefd4ce18011c9eb269208a0ce9740af370135e855763df734bac8f57f36721ae54b6afc81829420e84f46c65a2de80938b057c6ec23459eb
CCTV7,http://tv.20191209.xyz:37377/migu/673168121.m3u8?migutoken=76fbb50f9a12de455452a0b92fde921c6a9a596f2e4035246492270152653570a478746ff105876f101081cb38974e61faa26aebb018bef93a4d7b8a840fa3beb2b478fdb581d84460caa867
CCTV8,http://tv.20191209.xyz:37377/migu/624878356.m3u8?migutoken=9d347588ab808559db972d3c94b0d970ec130153e4a6dde98c4466f1d3f85f58de23d16994f2f0ed903aa6727a7282cb17103e67b69c8e3f31d253bb78039a4df119e2cfeba6916d123a8003
CCTV9,http://tv.20191209.xyz:37377/migu/673168140.m3u8?migutoken=f031388105c748c586faaad9c60beb6810562043675d6edc5e20d12b433d4ca6cb365c3f3ae060a000a9d0dfcfe0e27fef16bfe073d28cb40758aaa79ab380a9015815cfe9bfc4e6413e284a
CCTV10,http://tv.20191209.xyz:37377/migu/624878405.m3u8?migutoken=06cf776d6a6cbe5cb707174dfad937c2164030bf7ce5f589493870891966f9cdaa5f56bad6e7874d683d5b1e3d9a6e59d0f7c78276d5ec47d979ae42b67833e261a2dda0118f3edcabd6a85b
CCTV11,http://tv.20191209.xyz:37377/migu/667987558.m3u8?migutoken=d3962834d5d359e6f7f25a8880b73dac381a999ef87ba6b7f0f985bb5308a73061bbf5a9abdf873debb3b83b31eb7eff72f410c853c86f404b3f3ef269aeb631982e338f1400adcaf902fff7
CCTV12,http://tv.20191209.xyz:37377/migu/673168185.m3u8?migutoken=3d92babc7a67aec41de5c1dc227d2bd8fd9aa5b6b3edb965f88dd9646adaa606101488515fe666e97721c2225a097e6a0f713f1e60f7427247164488ed52f9ec583d71d650f5382f878e71aa
CCTV13,http://tv.20191209.xyz:37377/migu/608807423.m3u8?migutoken=948b8b51df7e776bcf238bb9088879a2b71a25a424b0d80d5e71375315cda109c5aab5c79693c4324d45ad012e70208234f659abbe606a595a03d29e06ce931ed56f129fbc95a505ab84f72c
CCTV14,http://tv.20191209.xyz:37377/migu/624878440.m3u8?migutoken=d84c14c00275d7fa951be2b0a959b0c1af15c62e7f86732fa2306e3a92f447f5b841e0cc26645dc89e70e970812e2c07c2fe24ae5c02b854544ed8c99d6c6d668a402d58cf351e77b5311afd
CCTV15,http://tv.20191209.xyz:37377/migu/673168223.m3u8?migutoken=91bfd27ec54e6b68df329e3a36e211ea78e34558edc20ae3d76e0cbf89e6012d4e33c760dd200a4a41b2587c50dee210ca66da4ff8be48c4a97a2c7ab22d824ea440cc9c06961aa846be65a0
CCTV17,http://tv.20191209.xyz:37377/migu/673168256.m3u8?migutoken=eb3fbda758006d66837b5b6ef1b7ab6847a99f05f6b3303861d81e6e1335349499a40c8479d9a801327519db10547f9870398da6796159db51
812e236c1b6c07d2c0f7e5bc32101c9cc222dc
CCTV1,http://z.b.bkpcp.top/m.php?id=cctv1
CCTV2,http://z.b.bkpcp.top/m.php?id=cctv2
CCTV3,http://z.b.bkpcp.top/m.php?id=cctv3
CCTV4,http://z.b.bkpcp.top/m.php?id=cctv4
CCTV5,http://z.b.bkpcp.top/m.php?id=cctv5
CCTV5+,http://z.b.bkpcp.top/m.php?id=cctv5P
CCTV6,http://z.b.bkpcp.top/m.php?id=cctv6
CCTV7,http://z.b.bkpcp.top/m.php?id=cctv7
CCTV8,http://z.b.bkpcp.top/m.php?id=cctv8
CCTV9,http://z.b.bkpcp.top/m.php?id=cctv9
CCTV10,http://z.b.bkpcp.top/m.php?id=cctv10
CCTV11,http://z.b.bkpcp.top/m.php?id=cctv11
CCTV12,http://z.b.bkpcp.top/m.php?id=cctv12
CCTV13,http://z.b.bkpcp.top/m.php?id=cctv13
CCTV14,http://z.b.bkpcp.top/m.php?id=cctv14
CCTV15,http://z.b.bkpcp.top/m.php?id=cctv15
CCTV17,http://z.b.bkpcp.top/m.php?id=cctv17
CCTV16,http://91.216.190.250:51002/TVOD/1000000006000233002/ystenlive/index.m3u8

CCTV1,http://goo.bkpcp.top/mg/cctv1
CCTV2,http://goo.bkpcp.top/mg/cctv2
CCTV3,http://goo.bkpcp.top/mg/cctv3
CCTV4,http://goo.bkpcp.top/mg/cctv4
CCTV5,http://goo.bkpcp.top/mg/cctv5
CCTV5+,http://goo.bkpcp.top/mg/cctv5p
CCTV6,http://goo.bkpcp.top/mg/cctv6
CCTV7,http://goo.bkpcp.top/mg/cctv7
CCTV8,http://goo.bkpcp.top/mg/cctv8
CCTV9,http://goo.bkpcp.top/mg/cctv9
CCTV10,http://goo.bkpcp.top/mg/cctv10
CCTV11,http://goo.bkpcp.top/mg/cctv11
CCTV12,http://goo.bkpcp.top/mg/cctv12
CCTV13,http://goo.bkpcp.top/mg/cctv13
CCTV14,http://goo.bkpcp.top/mg/cctv14
CCTV15,http://goo.bkpcp.top/mg/cctv15
CCTV16,http://213.210.4.41:50001/TVOD/1000000006000233001/ystenlive/index.m3u8
CCTV17,http://goo.bkpcp.top/mg/cctv17

央视2025春晚,https://svip.high24-playback.com/20250129/17159_7bca93c4/2000k/hls/mixed.m3u8
CGTN,https://0472.org/hls/cgtn.m3u8
CGTN纪录,https://0472.org/hls/cgtnd.m3u8
CGTN俄语,https://0472.org/hls/cgtne.m3u8
CGTN法语,https://0472.org/hls/cgtnf.m3u8
CGTN西班牙语,https://0472.org/hls/cgtnx.m3u8
CGTN阿拉伯语,https://0472.org/hls/cgtna.m3u8
CETV1,http://91.216.190.250:51002/TVOD/5000000002000002652/bestzb/index.m3u8
CETV2,http://91.216.190.250:51002/TVOD/2000000003000000047/hnbblive/index.m3u8
CETV4,http://91.216.190.250:51002/TVOD/5000000011000031126/bestzb/index.m3u8
CEC国际汉语,http://play.cec-tv.com.cn/channel/cec-tv1.m3u8
CEC国际健康,http://play.cec-tv.com.cn/channel/cec-tv4.m3u8
CEC国际教育,http://play.cec-tv.com.cn/channel/cec-tv3.m3u8
CEC国际旅游,http://play.cec-tv.com.cn/channel/cec-tv2.m3u8
AMC电影台,http://61.221.215.25:8800/hls/43/index.m3u8
环球电视台,http://zb.xzxwhcb.com:9999/hls/world.m3u8
直播中国,http://gcalic.v.myalicdn.com/gc/wgw05_1/index.m3u8?contentid=2820180516001
中国天气,http://91.216.190.250:51002/TVOD/5000000005000031974/bestzb/index.m3u8
JJ斗地主,http://dns.yiandrive.com:15907/huya/14079954
JJ斗地主,http://tc-tct.douyucdn2.cn/dyliveflv1a/488743rAHScWyyII_2000.flv?wsAuth=fd695c444eeee99cc6122ed396c805ba&token=cpn-androidmpro-0-488743-df8b1830ef2e6ce156759645768df95bf77749da61fcc901&logo=0&expire=0&did=d010b07dcb997ada9934081c873542f0&origin=tct&vhost=play2
JJ斗地主,http://huanqiuzhibo.cn/manifest/douyu.php?id=488743
重温经典,http://ali.hlspull.yximgs.com/live/awei_cwjd.flv#https://gdcucc.v1.mk/gdcucc/cwjd.m3u8#http://php.jdshipin.com/iptv.php?id=cwjd

卫视频道,#genre#
安徽卫视,http://124.93.18.238:9003//hls/29/index.m3u8
北京卫视,http://124.93.18.238:9003//hls/21/index.m3u8
兵团卫视,https://liveout.btzx.com.cn/62ds9e/yil08g.m3u8
东南卫视,http://124.93.18.238:9003//hls/23/index.m3u8
甘肃卫视,http://124.93.18.238:9003//hls/49/index.m3u8
广东卫视,http://124.93.18.238:9003//hls/34/index.m3u8
广西卫视,http://124.93.18.238:9003//hls/35/index.m3u8
贵州卫视,http://124.93.18.238:9003//hls/31/index.m3u8
海南卫视,http://124.93.18.238:9003//hls/41/index.m3u8
河北卫视,http://124.93.18.238:9003//hls/38/index.m3u8
河南卫视,http://124.93.18.238:9003//hls/39/index.m3u8
黑龙江卫视,http://124.93.18.238:9003//hls/51/index.m3u8
湖北卫视,http://124.93.18.238:9003//hls/36/index.m3u8
湖南卫视,http://124.93.18.238:9003//hls/30/index.m3u8
吉林卫视,http://124.93.18.238:9003//hls/47/index.m3u8
江苏卫视,http://124.93.18.238:9003//hls/28/index.m3u8
江西卫视,http://124.93.18.238:9003//hls/37/index.m3u8
辽宁卫视,http://124.93.18.238:9003//hls/19/index.m3u8
内蒙古卫视,https://livestream-bt.nmtv.cn/nmtv/2314general.m3u8?txSecret=35f2dd39972cede5222c6bd2c0efe24b&txTime=77395680
内蒙古卫视,http://124.93.18.238:9003//hls/45/index.m3u8
宁夏卫视,http://124.93.18.238:9003//hls/46/index.m3u8
青海卫视,http://124.93.18.238:9003//hls/42/index.m3u8
厦门卫视,http://124.93.18.238:9003//hls/53/index.m3u8
山东卫视,http://124.93.18.238:9003//hls/32/index.m3u8
山西卫视,http://124.93.18.238:9003//hls/33/index.m3u8
陕西卫视,http://124.93.18.238:9003//hls/44/index.m3u8
深圳卫视,http://124.93.18.238:9003//hls/52/index.m3u8
四川卫视,http://124.93.18.238:9003//hls/40/index.m3u8
天津卫视,http://124.93.18.238:9003//hls/22/index.m3u8
西藏卫视,http://124.93.18.238:9003//hls/50/index.m3u8
新疆卫视,http://124.93.18.238:9003//hls/48/index.m3u8
云南卫视,http://124.93.18.238:9003//hls/43/index.m3u8
浙江卫视,http://124.93.18.238:9003//hls/27/index.m3u8
重庆卫视,http://124.93.18.238:9003//hls/24/index.m3u8





NewTV频道,#genre#
NewTV爱情喜剧,http://91.216.190.250:51002/TVOD/2000000003000000010/hnbblive/index.m3u8
NewTV超级电视剧,http://91.216.190.250:51002/TVOD/2000000003000000032/hnbblive/index.m3u8
NewTV超级电影,http://91.216.190.250:51002/TVOD/2000000003000000031/hnbblive/index.m3u8
NewTV超级体育,http://91.216.190.250:51002/TVOD/2000000003000000030/hnbblive/index.m3u8
NewTV超级综艺,http://91.216.190.250:51002/TVOD/2000000003000000029/hnbblive/index.m3u8
NewTV潮妈辣婆,http://91.216.190.250:51002/TVOD/2000000003000000018/hnbblive/index.m3u8
NewTV东北热剧,http://91.216.190.250:51002/TVOD/2000000003000000051/hnbblive/index.m3u8
NewTV动作电影,http://91.216.190.250:51002/TVOD/2000000003000000017/hnbblive/index.m3u8
NewTV古装剧场,http://91.216.190.250:51002/TVOD/2000000003000000024/hnbblive/index.m3u8
NewTV欢乐剧场,http://91.216.190.250:51002/TVOD/2000000003000000050/hnbblive/index.m3u8
NewTV家庭剧场,http://91.216.190.250:51002/TVOD/2000000003000000012/hnbblive/index.m3u8
NewTV金牌综艺,http://91.216.190.250:51002/TVOD/2000000003000000005/hnbblive/index.m3u8
NewTV惊悚悬疑,http://91.216.190.250:51002/TVOD/2000000003000000015/hnbblive/index.m3u8
NewTV精品大剧,http://91.216.190.250:51002/TVOD/2000000003000000020/hnbblive/index.m3u8
NewTV精品记录,http://91.216.190.250:51002/TVOD/2000000003000000019/hnbblive/index.m3u8
NewTV精品萌宠,http://91.216.190.250:51002/TVOD/2000000003000000067/hnbblive/index.m3u8
NewTV精品体育,http://91.216.190.250:51002/TVOD/2000000003000000021/hnbblive/index.m3u8
NewTV精品综合,http://91.216.190.250:51002/TVOD/2000000003000000008/hnbblive/index.m3u8
NewTV军旅剧场,http://91.216.190.250:51002/TVOD/2000000003000000014/hnbblive/index.m3u8
NewTV军事评论,http://91.216.190.250:51002/TVOD/2000000003000000022/hnbblive/index.m3u8
NewTV魅力潇湘,http://91.216.190.250:51002/TVOD/2000000003000000041/hnbblive/index.m3u8
NewTV明星大片,http://91.216.190.250:51002/TVOD/2000000003000000016/hnbblive/index.m3u8
NewTV农业致富,http://91.216.190.250:51002/TVOD/2000000003000000003/hnbblive/index.m3u8
NewTV武博世界,http://91.216.190.250:51002/TVOD/2000000003000000007/hnbblive/index.m3u8
NewTV炫舞未来,http://91.216.190.250:51002/TVOD/2000000003000000044/hnbblive/index.m3u8
NewTV怡伴健康,http://91.216.190.250:51002/TVOD/2000000003000000023/hnbblive/index.m3u8
NewTV中国功夫,http://91.216.190.250:51002/TVOD/2000000003000000009/hnbblive/index.m3u8
iHOT频道,#genre#
爱谍战,http://91.216.190.250:51002/TVOD/6000000006000070630/wasusyt/index.m3u8
爱动漫,http://91.216.190.250:51002/TVOD/6000000006000280630/wasusyt/index.m3u8
爱科幻,http://91.216.190.250:51002/TVOD/6000000006000020630/wasusyt/index.m3u8
爱科学,http://91.216.190.250:51002/TVOD/6000000006000160630/wasusyt/index.m3u8
爱浪漫,http://91.216.190.250:51002/TVOD/6000000006000040630/wasusyt/index.m3u8
爱历史,http://91.216.190.250:51002/TVOD/6000000006000150630/wasusyt/index.m3u8
爱旅行,http://91.216.190.250:51002/TVOD/6000000006000250630/wasusyt/index.m3u8
爱奇谈,http://91.216.190.250:51002/TVOD/6000000006000270630/wasusyt/index.m3u8
爱赛车,http://91.216.190.250:51002/TVOD/6000000006000240630/wasusyt/index.m3u8
爱体育,http://91.216.190.250:51002/TVOD/6000000006000290630/wasusyt/index.m3u8
爱玩具,http://91.216.190.250:51002/TVOD/6000000006000220630/wasusyt/index.m3u8
爱喜剧,http://91.216.190.250:51002/TVOD/6000000006000010630/wasusyt/index.m3u8
爱悬疑,http://91.216.190.250:51002/TVOD/6000000006000050630/wasusyt/index.m3u8
爱幼教,http://91.216.190.250:51002/TVOD/6000000006000180630/wasusyt/index.m3u8
爱院线,http://91.216.190.250:51002/TVOD/6000000006000030630/wasusyt/index.m3u8

BestTV频道,#genre#
华语影院,http://91.216.190.250:51002/TVOD/5000000011000288005/bestzb/index.m3u8
星光影院,http://91.216.190.250:51002/TVOD/5000000011000288013/bestzb/index.m3u8
全球大片,http://91.216.190.250:51002/TVOD/5000000011000288009/bestzb/index.m3u8
热门剧场,http://91.216.190.250:51002/TVOD/5000000011000288010/bestzb/index.m3u8
谍战剧场,http://91.216.190.250:51002/TVOD/5000000011000288004/bestzb/index.m3u8
青春动漫,http://91.216.190.250:51002/TVOD/5000000011000288008/bestzb/index.m3u8
宝宝动画,http://91.216.190.250:51002/TVOD/5000000011000288002/bestzb/index.m3u8
戏曲精选,http://91.216.190.250:51002/TVOD/5000000011000288012/bestzb/index.m3u8
热门综艺,http://91.216.190.250:51002/TVOD/5000000011000288011/bestzb/index.m3u8
健康养生,http://91.216.190.250:51002/TVOD/5000000011000288006/bestzb/index.m3u8
百变课堂,http://91.216.190.250:51002/TVOD/5000000011000288001/bestzb/index.m3u8
看天下精选,http://91.216.190.250:51002/TVOD/5000000011000288007/bestzb/index.m3u8
电竞天堂,http://91.216.190.250:51002/TVOD/5000000011000288003/bestzb/index.m3u8

河南频道,#genre#

河南民生,http://1.94.31.214/php/hntv.php?id=hnms
河南电视剧,http://1.94.31.214/php/hntv.php?id=hndsj
河南新闻,http://1.94.31.214/php/hntv.php?id=hnxw
河南公共,http://1.94.31.214/php/hntv.php?id=hngg
河南乡村,http://1.94.31.214/php/hntv.php?id=hnxc
河南梨园,http://1.94.31.214/php/hntv.php?id=hnly
文物宝库,http://1.94.31.214/php/hntv.php?id=wwbk
武术世界,http://1.94.31.214/php/hntv.php?id=wspd
睛彩中原,http://1.94.31.214/php/hntv.php?id=jczy
移动戏曲,http://1.94.31.214/php/hntv.php?id=ydxj
象视界,http://1.94.31.214/php/hntv.php?id=xsj
鹤壁新闻综合,http://live.nctv.top/IQRrisa/hntv.php?id=hb1
淇县电视台,http://tvpull.dxhmt.cn:9081/tv/10622-1.m3u8#http://live.dxhmt.cn:9081/tv/10622-1.m3u8
浚县一套,http://tvpull.dxhmt.cn:9081/tv/10621-1.m3u8#http://live.dxhmt.cn:9081/tv/10621-1.m3u8
汤阴综合,http://tvpull.dxhmt.cn:9081/tv/10523-1.m3u8
汤阴综合,http://live.dxhmt.cn:9081/tv/10523-1.m3u8
新乡县电视台,http://tvpull.dxhmt.cn:9081/tv/10721-1.m3u8
新乡县电视台,http://live.dxhmt.cn:9081/tv/10721-1.m3u8
